FREQ,BORROWERS_CTY,TC_BORROWERS,TC_LENDERS,CG_DTYPE,COLLECTION,DECIMALS,UNIT_MEASURE,UNIT_MULT,TIME_FORMAT,TITLE_TS,TIME_PERIOD,OBS_VALUE,OBS_STATUS,OBS_CONF,OBS_PRE_BREAK
Q,FR,P,A,C,E,1,770,0,,,2017-Q1,5.87,A,F,
Q,FR,P,A,C,E,1,770,0,,,2017-Q2,5.0371,A,F,
Q,FR,P,A,C,E,1,770,0,,,2017-Q3,3.6901,A,F,
Q,FR,P,A,C,E,1,770,0,,,2017-Q4,2.9292,A,F,
Q,FR,P,A,C,E,1,770,0,,,2018-Q1,3.0601,A,F,
Q,FR,P,A,C,E,1,770,0,,,2018-Q2,3.9082,A,F,
Q,FR,P,A,C,E,1,770,0,,,2018-Q3,3.7001,A,F,
Q,FR,P,A,C,E,1,770,0,,,2018-Q4,3.2023,A,F,
Q,FR,P,A,C,E,1,770,0,,,2019-Q1,3.696,A,F,
Q,FR,P,A,C,E,1,770,0,,,2019-Q2,4.3387,A,F,
Q,FR,P,A,C,E,1,770,0,,,2019-Q3,5.188,A,F,
Q,FR,P,A,C,E,1,770,0,,,2019-Q4,4.2101,A,F,
Q,FR,P,A,C,E,1,770,0,,,2020-Q1,6.9822,A,F,
Q,FR,P,A,C,E,1,770,0,,,2020-Q2,19.7844,A,F,
Q,FR,P,A,C,E,1,770,0,,,2020-Q3,22.1007,A,F,
Q,FR,P,A,C,E,1,770,0,,,2020-Q4,23.7748,A,F,
Q,FR,P,A,C,E,1,770,0,,,2021-Q1,19.7308,A,F,
Q,FR,P,A,C,E,1,770,0,,,2021-Q2,11.3521,A,F,
Q,FR,P,A,C,E,1,770,0,,,2021-Q3,7.5814,A,F,
Q,FR,P,A,C,E,1,770,0,,,2021-Q4,4.8419,A,F,
Q,FR,P,A,C,E,1,770,0,,,2022-Q1,1.9985,A,F,
Q,FR,P,A,C,E,1,770,0,,,2022-Q2,-0.0584,A,F,
Q,FR,P,A,C,E,1,770,0,,,2022-Q3,-0.4909,A,F,
Q,FR,P,A,C,E,1,770,0,,,2022-Q4,-2.5905,A,F,
Q,FR,P,A,C,E,1,770,0,,,2023-Q1,-4.9698,A,F,
Q,FR,P,A,C,E,1,770,0,,,2023-Q2,-8.4307,A,F,
Q,FR,P,A,C,E,1,770,0,,,2023-Q3,-11.182,A,F,
Q,FR,P,A,C,E,1,770,0,,,2023-Q4,-12.9905,A,F,
Q,FR,P,A,C,E,1,770,0,,,2024-Q1,-15.5109,A,F,
Q,FR,P,A,C,E,1,770,0,,,2024-Q2,-15.5796,A,F,
Q,FR,P,A,C,E,1,770,0,,,2024-Q3,-16.4419,A,F,
Q,FR,P,A,C,E,1,770,0,,,2024-Q4,-16.1429,A,F,
Q,FR,P,A,C,E,1,770,0,,,2025-Q1,-15.3567,A,F,
Q,FR,P,A,C,E,1,770,0,,,2025-Q2,-15.3157,A,F,
Q,FR,P,A,C,E,1,770,0,,,2025-Q3,-15.4084,A,F,
Q,FR,P,A,C,E,1,770,0,,,2025-Q4,-15.109,A,F,
Q,IT,P,A,C,E,1,770,0,,,2000-Q1,4.9962,A,F,
Q,IT,P,A,C,E,1,770,0,,,2000-Q2,5.266,A,F,
Q,IT,P,A,C,E,1,770,0,,,2000-Q3,5.3714,A,F,
Q,IT,P,A,C,E,1,770,0,,,2000-Q4,7.5823,A,F,
Q,IT,P,A,C,E,1,770,0,,,2001-Q1,7.5313,A,F,
Q,IT,P,A,C,E,1,770,0,,,2001-Q2,7.7893,A,F,
Q,IT,P,A,C,E,1,770,0,,,2001-Q3,7.2754,A,F,
Q,IT,P,A,C,E,1,770,0,,,2001-Q4,8.4738,A,F,
Q,IT,P,A,C,E,1,770,0,,,2002-Q1,7.8275,A,F,
Q,IT,P,A,C,E,1,770,0,,,2002-Q2,8.2128,A,F,
Q,IT,P,A,C,E,1,770,0,,,2002-Q3,7.3204,A,F,
Q,IT,P,A,C,E,1,770,0,,,2002-Q4,8.1464,A,F,
Q,IT,P,A,C,E,1,770,0,,,2003-Q1,7.5562,A,F,
Q,IT,P,A,C,E,1,770,0,,,2003-Q2,8.2291,A,F,
Q,IT,P,A,C,E,1,770,0,,,2003-Q3,7.3419,A,F,
Q,IT,P,A,C,E,1,770,0,,,2003-Q4,8.7707,A,F,
Q,IT,P,A,C,E,1,770,0,,,2004-Q1,7.7235,A,F,
Q,IT,P,A,C,E,1,770,0,,,2004-Q2,8.7942,A,F,
Q,IT,P,A,C,E,1,770,0,,,2004-Q3,8.1893,A,F,
Q,IT,P,A,C,E,1,770,0,,,2004-Q4,9.392,A,F,
Q,IT,P,A,C,E,1,770,0,,,2005-Q1,9.396,A,F,
Q,IT,P,A,C,E,1,770,0,,,2005-Q2,9.9066,A,F,
Q,IT,P,A,C,E,1,770,0,,,2005-Q3,9.5024,A,F,
Q,IT,P,A,C,E,1,770,0,,,2005-Q4,10.801,A,F,
Q,IT,P,A,C,E,1,770,0,,,2006-Q1,10.7746,A,F,
Q,IT,P,A,C,E,1,770,0,,,2006-Q2,11.4365,A,F,
Q,IT,P,A,C,E,1,770,0,,,2006-Q3,10.999,A,F,
Q,IT,P,A,C,E,1,770,0,,,2006-Q4,12.2601,A,F,
Q,IT,P,A,C,E,1,770,0,,,2007-Q1,11.8522,A,F,
Q,IT,P,A,C,E,1,770,0,,,2007-Q2,13.1122,A,F,
Q,IT,P,A,C,E,1,770,0,,,2007-Q3,12.6859,A,F,
Q,IT,P,A,C,E,1,770,0,,,2007-Q4,14.9584,A,F,
Q,IT,P,A,C,E,1,770,0,,,2008-Q1,16.9287,A,F,
Q,IT,P,A,C,E,1,770,0,,,2008-Q2,15.787,A,F,
Q,IT,P,A,C,E,1,770,0,,,2008-Q3,14.3622,A,F,
Q,IT,P,A,C,E,1,770,0,,,2008-Q4,12.5322,A,F,
Q,IT,P,A,C,E,1,770,0,,,2009-Q1,14.3578,A,F,
Q,IT,P,A,C,E,1,770,0,,,2009-Q2,16.5311,A,F,
Q,IT,P,A,C,E,1,770,0,,,2009-Q3,15.2756,A,F,
Q,IT,P,A,C,E,1,770,0,,,2009-Q4,14.4716,A,F,
Q,IT,P,A,C,E,1,770,0,,,2010-Q1,13.119,A,F,
Q,IT,P,A,C,E,1,770,0,,,2010-Q2,11.9756,A,F,
Q,IT,P,A,C,E,1,770,0,,,2010-Q3,10.6963,A,F,
Q,IT,P,A,C,E,1,770,0,,,2010-Q4,9.2536,A,F,
Q,IT,P,A,C,E,1,770,0,,,2011-Q1,7.7465,A,F,
Q,IT,P,A,C,E,1,770,0,,,2011-Q2,6.7118,A,F,
Q,IT,P,A,C,E,1,770,0,,,2011-Q3,4.9629,A,F,
Q,IT,P,A,C,E,1,770,0,,,2011-Q4,3.1587,A,F,
Q,IT,P,A,C,E,1,770,0,,,2012-Q1,2.7383,A,F,
Q,IT,P,A,C,E,1,770,0,,,2012-Q2,2.2736,A,F,
Q,IT,P,A,C,E,1,770,0,,,2012-Q3,1.3284,A,F,
Q,IT,P,A,C,E,1,770,0,,,2012-Q4,1.2057,A,F,
Q,IT,P,A,C,E,1,770,0,,,2013-Q1,-0.2974,A,F,
Q,IT,P,A,C,E,1,770,0,,,2013-Q2,-1.4696,A,F,
Q,IT,P,A,C,E,1,770,0,,,2013-Q3,-2.6742,A,F,
Q,IT,P,A,C,E,1,770,0,,,2013-Q4,-4.0993,A,F,
Q,IT,P,A,C,E,1,770,0,,,2014-Q1,-5.0331,A,F,
Q,IT,P,A,C,E,1,770,0,,,2014-Q2,-5.6446,A,F,
Q,IT,P,A,C,E,1,770,0,,,2014-Q3,-6.4504,A,F,
Q,IT,P,A,C,E,1,770,0,,,2014-Q4,-8.1573,A,F,
Q,IT,P,A,C,E,1,770,0,,,2015-Q1,-8.5372,A,F,
Q,IT,P,A,C,E,1,770,0,,,2015-Q2,-9.6235,A,F,
Q,IT,P,A,C,E,1,770,0,,,2015-Q3,-10.7493,A,F,
Q,IT,P,A,C,E,1,770,0,,,2015-Q4,-12.9995,A,F,
Q,IT,P,A,C,E,1,770,0,,,2016-Q1,-14.194,A,F,
Q,IT,P,A,C,E,1,770,0,,,2016-Q2,-13.9253,A,F,
Q,IT,P,A,C,E,1,770,0,,,2016-Q3,-14.7687,A,F,
Q,IT,P,A,C,E,1,770,0,,,2016-Q4,-16.557,A,F,
Q,IT,P,A,C,E,1,770,0,,,2017-Q1,-16.5642,A,F,
Q,IT,P,A,C,E,1,770,0,,,2017-Q2,-17.2671,A,F,
Q,IT,P,A,C,E,1,770,0,,,2017-Q3,-18.4277,A,F,
Q,IT,P,A,C,E,1,770,0,,,2017-Q4,-17.8715,A,F,
Q,IT,P,A,C,E,1,770,0,,,2018-Q1,-18.3596,A,F,
Q,IT,P,A,C,E,1,770,0,,,2018-Q2,-17.6679,A,F,
Q,IT,P,A,C,E,1,770,0,,,2018-Q3,-17.6906,A,F,
Q,IT,P,A,C,E,1,770,0,,,2018-Q4,-17.5536,A,F,
Q,IT,P,A,C,E,1,770,0,,,2019-Q1,-17.7707,A,F,
Q,IT,P,A,C,E,1,770,0,,,2019-Q2,-17.1719,A,F,
Q,IT,P,A,C,E,1,770,0,,,2019-Q3,-16.5102,A,F,
Q,IT,P,A,C,E,1,770,0,,,2019-Q4,-16.4006,A,F,
Q,IT,P,A,C,E,1,770,0,,,2020-Q1,-14.2871,A,F,
Q,IT,P,A,C,E,1,770,0,,,2020-Q2,-8.3182,A,F,
Q,IT,P,A,C,E,1,770,0,,,2020-Q3,-5.2712,A,F,
Q,IT,P,A,C,E,1,770,0,,,2020-Q4,-3.2945,A,F,
Q,IT,P,A,C,E,1,770,0,,,2021-Q1,-3.6133,A,F,
Q,IT,P,A,C,E,1,770,0,,,2021-Q2,-7.9218,A,F,
Q,IT,P,A,C,E,1,770,0,,,2021-Q3,-10.0817,A,F,
Q,IT,P,A,C,E,1,770,0,,,2021-Q4,-10.1742,A,F,
Q,IT,P,A,C,E,1,770,0,,,2022-Q1,-12.3799,A,F,
Q,IT,P,A,C,E,1,770,0,,,2022-Q2,-13.6912,A,F,
Q,IT,P,A,C,E,1,770,0,,,2022-Q3,-14.5287,A,F,
Q,IT,P,A,C,E,1,770,0,,,2022-Q4,-15.1586,A,F,
Q,IT,P,A,C,E,1,770,0,,,2023-Q1,-17.0758,A,F,
Q,IT,P,A,C,E,1,770,0,,,2023-Q2,-18.0126,A,F,
Q,IT,P,A,C,E,1,770,0,,,2023-Q3,-19.8533,A,F,
Q,IT,P,A,C,E,1,770,0,,,2023-Q4,-19.2538,A,F,
Q,IT,P,A,C,E,1,770,0,,,2024-Q1,-19.5778,A,F,
Q,IT,P,A,C,E,1,770,0,,,2024-Q2,-19.3093,A,F,
Q,IT,P,A,C,E,1,770,0,,,2024-Q3,-19.4344,A,F,
Q,IT,P,A,C,E,1,770,0,,,2024-Q4,-17.9455,A,F,
Q,IT,P,A,C,E,1,770,0,,,2025-Q1,-17.181,A,F,
Q,IT,P,A,C,E,1,770,0,,,2025-Q2,-15.9049,A,F,
Q,IT,P,A,C,E,1,770,0,,,2025-Q3,-15.496,A,F,
Q,IT,P,A,C,E,1,770,0,,,2025-Q4,-14.4395,A,F,
